City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,gebeit,21.0667,36.3167,18.24,79,78,3.25,SD,1708651782
362,nikolayevsk-on-amure,53.1406,140.73,-16.54,75,13,5.01,RU,1708651782
363,phan rang-thap cham,11.5667,108.9833,27.42,60,6,1.05,VN,1708651782
364,bismarck,46.8083,-100.7837,8.23,63,0,6.69,US,1708651489
365,la ronge,55.1001,-105.2842,-10.86,73,100,4.63,CA,1708651782
366,sakaiminato,35.55,133.2333,5.99,87,75,7.2,JP,1708651782
367,tonota,-21.4833,27.4833,21.0,57,0,3.25,BW,1708651783
368,kolonia town,6.964,158.206,31.06,74,100,6.69,FM,1708651783
369,lively,46.4334,-81.1498,2.51,98,22,2.21,CA,1708651783
370,kavieng,-2.5744,150.7967,29.36,67,83,1.7,PG,1708651783
371,san luis de la loma,17.2706,-100.8939,24.82,75,0,3.27,MX,1708651783
372,leava,-14.3,-178.1667,28.18,83,96,5.63,WF,1708651783
373,kasane,-17.8167,25.15,20.0,45,9,2.07,BW,1708651783
